model;difficulty_score;difficulty_score_article;difficulty_score_article_capped_100
model_482;15,553280;4,448980;4,448980
model_4820;49,203676;80,030612;80,030612
model_4821;49,203676;80,030612;80,030612
model_4822;34,683790;18,081633;18,081633
model_4823;24,290365;8,173469;8,173469
model_4824;71,201608;160,755102;100,000000
model_4825;71,192578;159,102041;100,000000
model_4826;71,192578;159,102041;100,000000
model_4827;71,172818;159,744898;100,000000
model_4828;71,172818;159,744898;100,000000
model_4829;71,192578;159,102041;100,000000
model_483;15,553280;4,448980;4,448980
model_4830;71,401669;162,908163;100,000000
model_4831;40,180483;54,061224;54,061224
model_4832;40,180483;54,061224;54,061224
model_4833;48,150668;64,959184;64,959184
model_4834;48,720038;92,255102;92,255102
model_4835;76,617132;139,326531;100,000000
model_4836;74,384130;133,326531;100,000000
model_4837;74,221168;130,520408;100,000000
model_4838;74,384130;133,326531;100,000000
model_4839;74,789351;134,969388;100,000000
model_484;15,553280;4,448980;4,448980
model_4840;74,789351;134,969388;100,000000
model_4841;75,157589;138,857143;100,000000
model_4842;48,944369;28,163265;28,163265
model_4843;36,104573;18,316327;18,316327
model_4844;35,581051;16,785714;16,785714
model_4845;37,639583;23,673469;23,673469
model_4846;10,063550;1,000000;1,000000
model_4847;71,528743;63,520408;63,520408
model_4848;64,522919;61,000000;61,000000
model_4849;49,975160;98,346939;98,346939
model_485;15,553280;4,448980;4,448980
model_4850;49,975160;98,346939;98,346939
model_4851;35,418273;21,469388;21,469388
model_4852;23,338310;6,826531;6,826531
model_4853;23,338310;6,826531;6,826531
model_4854;23,338310;6,826531;6,826531
model_4855;23,338310;6,826531;6,826531
model_4856;23,338310;6,826531;6,826531
model_4857;20,789083;9,479592;9,479592
model_4858;22,072555;10,244898;10,244898
model_4859;22,468237;11,775510;11,775510
model_486;15,553280;4,448980;4,448980
model_4860;20,286315;7,948980;7,948980
model_4861;21,605219;8,714286;8,714286
model_4862;22,072555;10,244898;10,244898
model_4863;31,542697;7,408163;7,408163
model_4864;31,542697;7,408163;7,408163
model_4865;31,542697;7,408163;7,408163
model_4866;17,755553;9,867347;9,867347
model_4867;17,755553;9,867347;9,867347
model_4868;18,179543;10,867347;10,867347
model_4869;34,056647;11,122449;11,122449
model_487;16,955972;5,163265;5,163265
model_4870;34,056647;11,122449;11,122449
model_4871;52,777412;64,642857;64,642857
model_4872;26,099446;11,581633;11,581633
model_4873;53,860453;43,071429;43,071429
model_4874;53,860453;43,071429;43,071429
model_4875;53,728456;42,836735;42,836735
model_4876;53,728456;42,836735;42,836735
model_4877;52,970645;65,408163;65,408163
model_4878;51,178928;60,071429;60,071429
model_4879;51,178928;60,071429;60,071429
model_488;24,508557;6,693878;6,693878
model_4880;26,099446;11,581633;11,581633
model_4881;11,163375;1,826531;1,826531
model_4882;11,163375;1,826531;1,826531
model_4883;53,195467;43,867347;43,867347
model_4884;53,195467;43,867347;43,867347
model_4885;73,616210;132,122449;100,000000
model_4886;72,642463;108,551020;100,000000
model_4887;59,595190;61,897959;61,897959
model_4888;59,595190;61,897959;61,897959
model_4889;59,595190;61,897959;61,897959
model_489;17,151317;5,448980;5,448980
model_4890;77,769754;128,806122;100,000000
model_4891;77,900266;129,275510;100,000000
model_4892;77,900266;129,275510;100,000000
model_4893;77,900266;129,275510;100,000000
model_4894;77,769754;128,806122;100,000000
model_4895;78,284615;105,479592;100,000000
model_4896;77,923268;103,020408;100,000000
model_4897;77,923268;103,020408;100,000000
model_4898;77,974168;103,489796;100,000000
model_4899;44,621026;27,336735;27,336735
model_49;75,748324;193,469388;100,000000
model_490;15,553280;4,448980;4,448980
model_4900;43,995956;25,448980;25,448980
model_4901;70,858834;97,642857;97,642857
model_4902;28,436215;6,469388;6,469388
model_4903;23,653081;13,459184;13,459184
model_4904;11,163375;1,826531;1,826531
model_4905;11,163375;1,826531;1,826531
model_4906;33,787153;18,928571;18,928571
model_4907;33,928001;19,285714;19,285714
model_4908;42,413460;28,071429;28,071429
model_4909;42,413460;28,071429;28,071429
model_491;19,250113;6,163265;6,163265
model_4910;42,413460;28,071429;28,071429
model_4911;42,413460;28,071429;28,071429
model_4912;44,843256;33,183673;33,183673
model_4913;44,701788;33,183673;33,183673
model_4914;39,671786;22,336735;22,336735
model_4915;39,671786;22,336735;22,336735
model_4916;61,736385;86,275510;86,275510
model_4917;37,649339;24,785714;24,785714
model_4918;32,119013;15,234694;15,234694
model_4919;20,358558;7,357143;7,357143
model_492;16,540585;5,397959;5,397959
model_4920;23,540970;7,724490;7,724490
model_4921;23,540970;7,724490;7,724490
model_4922;48,989358;40,765306;40,765306
model_4923;48,989358;40,765306;40,765306
model_4924;44,321245;25,163265;25,163265
model_4925;44,469700;25,397959;25,397959
model_4926;65,630268;121,448980;100,000000
model_4927;30,770108;18,520408;18,520408
model_4928;30,770108;18,520408;18,520408
model_4929;36,472260;32,540816;32,540816
model_493;16,955972;5,163265;5,163265
model_4930;36,472260;32,540816;32,540816
model_4931;37,909125;19,397959;19,397959
model_4932;37,909125;19,397959;19,397959
model_4933;37,909125;19,397959;19,397959
model_4934;38,071609;16,071429;16,071429
model_4935;38,071609;16,071429;16,071429
model_4936;41,803197;16,724490;16,724490
model_4937;35,941471;23,295918;23,295918
model_4938;35,899426;15,877551;15,877551
model_4939;70,602551;106,867347;100,000000
model_494;17,879902;5,877551;5,877551
model_4940;70,602551;106,867347;100,000000
model_4941;70,602551;106,867347;100,000000
model_4942;70,602551;106,867347;100,000000
model_4943;37,290259;31,224490;31,224490
model_4944;37,290259;31,224490;31,224490
model_4945;25,429512;10,469388;10,469388
model_4946;57,214470;85,489796;85,489796
model_4947;25,394549;10,061224;10,061224
model_4948;23,402763;11,816327;11,816327
model_4949;46,686723;26,755102;26,755102
model_495;21,380902;6,693878;6,693878
model_4950;46,686723;26,755102;26,755102
model_4951;47,979049;29,153061;29,153061
model_4952;47,979049;29,153061;29,153061
model_4953;41,520978;23,346939;23,346939
model_4954;42,035495;21,061224;21,061224
model_4955;12,349345;2,183673;2,183673
model_4956;30,568401;8,724490;8,724490
model_4957;17,127681;3,295918;3,295918
model_4958;29,112407;10,295918;10,295918
model_4959;29,112407;10,295918;10,295918
model_496;21,655607;7,642857;7,642857
model_4960;54,809435;58,887755;58,887755
model_4961;55,873876;62,000000;62,000000
model_4962;45,988990;28,632653;28,632653
model_4963;45,274481;42,989796;42,989796
model_4964;42,980933;24,244898;24,244898
model_4965;36,447015;26,061224;26,061224
model_4966;27,344876;16,163265;16,163265
model_4967;27,294726;15,755102;15,755102
model_4968;40,200693;27,030612;27,030612
model_4969;40,200693;27,030612;27,030612
model_497;18,111956;5,928571;5,928571
model_4970;33,150263;9,346939;9,346939
model_4971;39,438310;18,000000;18,000000
model_4972;22,317719;1,071429;1,071429
model_4973;32,088667;10,000000;10,000000
model_4974;32,088667;10,000000;10,000000
model_4975;28,961012;10,000000;10,000000
model_4976;29,624359;4,183673;4,183673
model_4977;32,303719;20,602041;20,602041
model_4978;29,624359;4,183673;4,183673
model_4979;46,317462;67,010204;67,010204
model_498;24,508557;6,693878;6,693878
model_4980;46,333946;63,724490;63,724490
model_4981;47,554857;72,765306;72,765306
model_4982;45,265791;59,510204;59,510204
model_4983;45,265791;59,510204;59,510204
model_4984;47,739058;73,234694;73,234694
model_4985;26,496704;4,183673;4,183673
model_4986;35,751346;16,051020;16,051020
model_4987;35,751346;16,051020;16,051020
model_4988;27,684541;13,224490;13,224490
model_4989;53,885606;42,887755;42,887755
model_499;19,553483;7,142857;7,142857
model_4990;52,763964;44,418367;44,418367
model_4991;52,763964;44,418367;44,418367
model_4992;81,237077;199,469388;100,000000
model_4993;81,143853;205,928571;100,000000
model_4994;55,163782;58,306122;58,306122
model_4995;48,704715;55,704082;55,704082
model_4996;46,245496;44,612245;44,612245
model_4997;37,541067;31,734694;31,734694
model_4998;37,541067;31,734694;31,734694
model_4999;37,141279;30,857143;30,857143
model_5;30,515395;13,510204;13,510204
model_50;75,748324;193,469388;100,000000
model_500;13,577711;4,448980;4,448980
model_5000;39,077572;39,571429;39,571429
model_5001;38,218658;34,571429;34,571429
model_5002;38,218658;34,571429;34,571429
model_5003;49,650681;48,632653;48,632653
model_5004;30,019872;20,683673;20,683673
model_5005;35,758554;22,397959;22,397959
model_5006;55,274295;58,775510;58,775510
model_5007;36,701549;13,979592;13,979592
model_5008;33,258207;13,979592;13,979592
model_5009;33,258207;13,979592;13,979592
model_501;26,503098;7,867347;7,867347
model_5010;33,258207;13,979592;13,979592
model_5011;33,258207;13,979592;13,979592
model_5012;33,258207;13,979592;13,979592
model_5013;34,305269;15,683673;15,683673
model_5014;34,305269;15,683673;15,683673
model_5015;32,601531;12,622449;12,622449
model_5016;17,026456;7,989796;7,989796
model_5017;17,346059;5,581633;5,581633
model_5018;14,361526;5,938776;5,938776
model_5019;13,902716;5,581633;5,581633
model_502;26,503098;7,867347;7,867347
model_5020;13,902716;5,581633;5,581633
model_5021;13,902716;5,581633;5,581633
model_5022;14,586441;5,581633;5,581633
model_5023;37,765571;19,551020;19,551020
model_5024;44,053878;19,836735;19,836735
model_5025;42,736723;18,785714;18,785714
model_5026;41,324496;15,265306;15,265306
model_5027;41,324496;15,265306;15,265306
model_5028;27,813997;9,102041;9,102041
model_5029;49,462700;23,020408;23,020408
model_503;26,503098;7,867347;7,867347
model_5030;29,220378;8,571429;8,571429
model_5031;39,582617;14,214286;14,214286
model_5032;28,177026;10,275510;10,275510
model_5033;28,403999;8,000000;8,000000
model_5034;32,547412;11,346939;11,346939
model_5035;37,768906;25,755102;25,755102
model_5036;40,312500;14,030612;14,030612
model_5037;40,312500;14,030612;14,030612
model_5038;37,478352;10,561224;10,561224
model_5039;35,405384;10,561224;10,561224
model_504;37,679864;16,775510;16,775510
model_5040;35,405384;10,561224;10,561224
model_5041;43,137972;36,795918;36,795918
model_5042;61,360249;88,826531;88,826531
model_5043;28,177026;10,275510;10,275510
model_5044;57,381853;36,551020;36,551020
model_5045;47,078604;36,551020;36,551020
model_5046;47,078604;36,551020;36,551020
model_5047;47,078604;36,551020;36,551020
model_5048;47,078604;36,551020;36,551020
model_5049;47,078604;36,551020;36,551020
model_505;37,679864;16,775510;16,775510
model_5050;47,078604;36,551020;36,551020
model_5051;26,147861;8,704082;8,704082
model_5052;27,267933;8,285714;8,285714
model_5053;27,267933;8,285714;8,285714
model_5054;39,863903;19,214286;19,214286
model_5055;19,704548;6,459184;6,459184
model_5056;50,863945;24,551020;24,551020
model_5057;38,974955;11,408163;11,408163
model_5058;78,940685;230,071429;100,000000
model_5059;78,940685;230,071429;100,000000
model_506;17,582426;5,622449;5,622449
model_5060;78,940685;230,071429;100,000000
model_5061;78,913069;229,020408;100,000000
model_5062;78,618515;226,673469;100,000000
model_5063;78,461186;290,153061;100,000000
model_5064;77,929636;288,622449;100,000000
model_5065;37,325893;12,275510;12,275510
model_5066;37,325893;12,275510;12,275510
model_5067;32,387293;14,979592;14,979592
model_5068;32,387293;14,979592;14,979592
model_5069;29,217675;13,857143;13,857143
model_507;17,582426;5,622449;5,622449
model_5070;29,217675;13,857143;13,857143
model_5071;29,217675;13,857143;13,857143
model_5072;27,092214;6,571429;6,571429
model_5073;27,092214;6,571429;6,571429
model_5074;32,480514;18,408163;18,408163
model_5075;42,271943;15,602041;15,602041
model_5076;32,480514;18,408163;18,408163
model_5077;34,234097;15,602041;15,602041
model_5078;35,144337;16,826531;16,826531
model_5079;9,114762;1,418367;1,418367
model_508;14,415461;4,867347;4,867347
model_5080;28,621292;7,234694;7,234694
model_5081;36,886405;14,704082;14,704082
model_5082;25,551537;6,469388;6,469388
model_5083;28,933806;8,877551;8,877551
model_5084;28,933806;8,877551;8,877551
model_5085;31,625567;10,816327;10,816327
model_5086;35,663144;19,571429;19,571429
model_5087;31,985291;16,051020;16,051020
model_5088;25,574738;7,755102;7,755102
model_5089;27,344925;9,163265;9,163265
model_509;14,415461;4,867347;4,867347
model_5090;31,592314;11,051020;11,051020
model_5091;26,886293;10,040816;10,040816
model_5092;26,886293;10,040816;10,040816
model_5093;26,886293;10,040816;10,040816
model_5094;36,886405;14,704082;14,704082
model_5095;36,886405;14,704082;14,704082
model_5096;24,599413;6,581633;6,581633
model_5097;34,560286;10,061224;10,061224
model_5098;21,103366;2,887755;2,887755
model_5099;17,551891;1,530612;1,530612
model_51;75,748324;193,469388;100,000000
model_510;18,091846;6,030612;6,030612
model_5100;15,332224;1,122449;1,122449
model_5101;17,551891;1,530612;1,530612
model_5102;17,551891;1,530612;1,530612
model_5103;17,753580;4,183673;4,183673
model_5104;19,504214;3,418367;3,418367
model_5105;21,194810;3,775510;3,775510
model_5106;21,194810;3,775510;3,775510
model_5107;21,194810;3,775510;3,775510
model_5108;15,272453;0,714286;0,714286
model_5109;12,718942;3,122449;3,122449
model_511;19,716277;7,397959;7,397959
model_5110;17,753580;4,183673;4,183673
model_5111;20,736559;3,010204;3,010204
model_5112;22,246826;1,479592;1,479592
model_5113;14,910889;5,826531;5,826531
model_5114;14,910889;5,826531;5,826531
model_5115;21,593558;3,010204;3,010204
model_5116;26,218118;9,744898;9,744898
model_5117;56,367585;64,448980;64,448980
model_5118;56,367585;64,448980;64,448980
model_5119;56,367585;64,448980;64,448980
model_512;20,926088;8,571429;8,571429
model_5120;54,992807;59,326531;59,326531
model_5121;66,042947;61,571429;61,571429
model_5122;66,953584;64,622449;64,622449
model_5123;67,859293;68,326531;68,326531
model_5124;67,859293;68,326531;68,326531
model_5125;52,037178;42,663265;42,663265
model_5126;29,377677;17,346939;17,346939
model_5127;29,377677;17,346939;17,346939
model_5128;23,231351;8,642857;8,642857
model_5129;39,328334;18,561224;18,561224
model_513;12,093974;4,051020;4,051020
model_5130;60,849966;69,265306;69,265306
model_5131;61,635442;73,387755;73,387755
model_5132;22,108385;10,877551;10,877551
model_5133;22,108385;10,877551;10,877551
model_5134;10,623104;1,357143;1,357143
model_5135;10,827604;1,948980;1,948980
model_5136;10,827604;1,948980;1,948980
model_5137;15,845086;4,704082;4,704082
model_5138;15,429698;4,938776;4,938776
model_5139;15,248823;2,938776;2,938776
model_514;45,138127;22,581633;22,581633
model_5140;15,248823;2,938776;2,938776
model_5141;16,062408;1,071429;1,071429
model_5142;18,070445;3,704082;3,704082
model_5143;11,578762;1,591837;1,591837
model_5144;11,636223;3,234694;3,234694
model_5145;20,690933;2,653061;2,653061
model_5146;11,780379;3,357143;3,357143
model_5147;15,653972;4,714286;4,714286
model_5148;11,402277;1,714286;1,714286
model_5149;65,200347;147,428571;100,000000
model_515;45,138127;22,581633;22,581633
model_5150;65,200347;147,428571;100,000000
model_5151;16,262704;3,714286;3,714286
model_5152;29,305353;5,663265;5,663265
model_5153;22,670371;3,887755;3,887755
model_5154;21,873203;13,775510;13,775510
model_5155;14,893535;0,000000;0,000000
model_5156;16,908301;1,530612;1,530612
model_5157;16,908301;1,530612;1,530612
model_5158;15,367187;1,530612;1,530612
model_5159;10,742645;2,581633;2,581633
model_516;17,112515;5,989796;5,989796
model_5160;17,586855;1,938776;1,938776
model_5161;17,485176;3,530612;3,530612
model_5162;18,070632;3,295918;3,295918
model_5163;22,655594;2,653061;2,653061
model_5164;20,769986;6,102041;6,102041
model_5165;27,659959;3,826531;3,826531
model_5166;23,287209;4,704082;4,704082
model_5167;14,218844;0,765306;0,765306
model_5168;18,862415;12,112245;12,112245
model_5169;12,164218;1,357143;1,357143
model_517;18,328063;3,408163;3,408163
model_5170;12,164218;1,357143;1,357143
model_5171;14,153246;2,591837;2,591837
model_5172;11,155723;2,765306;2,765306
model_5173;19,480478;5,122449;5,122449
model_5174;52,312381;34,275510;34,275510
model_5175;16,262704;3,714286;3,714286
model_5176;7,290057;0,591837;0,591837
model_5177;24,860857;3,367347;3,367347
model_5178;13,567791;3,061224;3,061224
model_5179;16,424084;4,295918;4,295918
model_518;22,828690;5,061224;5,061224
model_5180;16,128195;4,714286;4,714286
model_5181;32,871073;13,091837;13,091837
model_5182;33,259111;12,530612;12,530612
model_5183;16,781709;5,357143;5,357143
model_5184;31,271536;6,479592;6,479592
model_5185;20,676788;2,602041;2,602041
model_5186;20,676788;2,602041;2,602041
model_5187;22,727948;3,775510;3,775510
model_5188;25,008800;6,326531;6,326531
model_5189;29,041029;6,785714;6,785714
model_519;44,918336;21,867347;21,867347
model_5190;23,094616;4,132653;4,132653
model_5191;22,644812;2,244898;2,244898
model_5192;22,644812;2,244898;2,244898
model_5193;25,102679;2,602041;2,602041
model_5194;25,102679;2,602041;2,602041
model_5195;12,188732;1,306122;1,306122
model_5196;36,602090;15,285714;15,285714
model_5197;22,700960;3,367347;3,367347
model_5198;18,884031;1,836735;1,836735
model_5199;18,884031;1,836735;1,836735
model_52;75,892188;195,867347;100,000000
model_520;44,601062;21,765306;21,765306
model_5200;26,017624;4,438776;4,438776
model_5201;16,675145;1,428571;1,428571
model_5202;14,681170;3,775510;3,775510
model_5203;14,681170;3,775510;3,775510
model_5204;28,079353;4,285714;4,285714
model_5205;9,280444;2,306122;2,306122
model_5206;8,540097;2,836735;2,836735
model_5207;22,102591;1,428571;1,428571
model_5208;16,734029;4,826531;4,826531
model_5209;16,675145;1,428571;1,428571
model_521;49,057294;23,693878;23,693878
model_5210;27,565225;3,010204;3,010204
model_5211;22,023106;1,887755;1,887755
model_5212;22,023106;1,887755;1,887755
model_5213;20,501744;2,295918;2,295918
model_5214;20,501744;2,295918;2,295918
model_5215;14,354248;5,530612;5,530612
model_5216;14,153246;2,591837;2,591837
model_5217;14,153246;2,591837;2,591837
model_5218;14,153246;2,591837;2,591837
model_5219;14,153246;2,591837;2,591837
model_522;15,414497;2,816327;2,816327
model_5220;13,831047;2,826531;2,826531
model_5221;13,253992;4,887755;4,887755
model_5222;15,272453;0,714286;0,714286
model_5223;18,033752;4,693878;4,693878
model_5224;35,103184;12,530612;12,530612
model_5225;22,922959;2,500000;2,500000
model_5226;17,965743;2,500000;2,500000
model_5227;15,132606;0,357143;0,357143
model_5228;20,996774;8,040816;8,040816
model_5229;38,694666;10,234694;10,234694
model_523;27,730407;9,683673;9,683673
model_5230;15,132606;0,357143;0,357143
model_5231;15,132606;0,357143;0,357143
model_5232;15,132606;0,357143;0,357143
model_5233;15,332224;1,122449;1,122449
model_5234;6,704601;0,826531;0,826531
model_5235;6,289214;1,061224;1,061224
model_5236;5,967015;1,295918;1,295918
model_5237;5,967015;1,295918;1,295918
model_5238;13,876386;1,357143;1,357143
model_5239;15,764573;5,122449;5,122449
model_524;29,537602;8,683673;8,683673
model_5240;15,714111;3,000000;3,000000
model_5241;11,578762;1,591837;1,591837
model_5242;19,097112;5,428571;5,428571
model_5243;22,641628;7,051020;7,051020
model_5244;17,597320;4,173469;4,173469
model_5245;26,586450;10,224490;10,224490
model_5246;63,528423;235,612245;100,000000
model_5247;64,098727;234,530612;100,000000
model_5248;64,098727;234,530612;100,000000
model_5249;64,098727;234,530612;100,000000
model_525;28,895358;10,265306;10,265306
model_5250;64,098727;234,530612;100,000000
model_5251;37,175198;71,214286;71,214286
model_5252;41,368643;69,428571;69,428571
model_5253;41,368643;69,428571;69,428571
model_5254;41,368643;69,428571;69,428571
model_5255;41,368643;69,428571;69,428571
model_5256;41,343836;68,612245;68,612245
model_5257;41,343836;68,612245;68,612245
model_5258;37,175198;71,214286;71,214286
model_5259;31,610779;22,224490;22,224490
model_526;28,895358;10,265306;10,265306
model_5260;31,610779;22,224490;22,224490
model_5261;31,610779;22,224490;22,224490
model_5262;40,466639;69,428571;69,428571
model_5263;17,492121;1,122449;1,122449
model_5264;17,492121;1,122449;1,122449
model_5265;23,303801;2,244898;2,244898
model_5266;11,566448;3,051020;3,051020
model_5267;20,619776;1,122449;1,122449
model_5268;15,332224;1,122449;1,122449
model_5269;15,332224;1,122449;1,122449
model_527;15,886808;3,581633;3,581633
model_5270;18,946943;5,959184;5,959184
model_5271;11,710639;2,591837;2,591837
model_5272;14,253808;1,173469;1,173469
model_5273;8,702670;2,357143;2,357143
model_5274;14,326871;2,806122;2,806122
model_5275;17,862979;2,836735;2,836735
model_5276;12,702195;3,051020;3,051020
model_5277;15,332224;1,122449;1,122449
model_5278;16,157143;1,887755;1,887755
model_5279;23,803808;3,244898;3,244898
model_528;15,886808;3,581633;3,581633
model_5280;27,442247;5,000000;5,000000
model_5281;5,659939;1,591837;1,591837
model_5282;19,711789;1,938776;1,938776
model_5283;19,711789;1,938776;1,938776
model_5284;12,745916;5,173469;5,173469
model_5285;15,520652;3,306122;3,306122
model_5286;16,262704;3,714286;3,714286
model_5287;16,262704;3,714286;3,714286
model_5288;16,262704;3,714286;3,714286
model_5289;7,290057;0,591837;0,591837
model_529;15,414497;2,816327;2,816327
model_5290;34,301684;13,357143;13,357143
model_5291;24,003411;6,061224;6,061224
model_5292;22,780150;4,826531;4,826531
model_5293;22,780150;4,826531;4,826531
model_5294;15,272453;0,714286;0,714286
model_5295;15,132606;0,357143;0,357143
model_5296;21,398949;1,479592;1,479592
model_5297;37,676562;54,897959;54,897959
model_5298;17,568553;3,244898;3,244898
model_5299;13,778678;2,000000;2,000000
model_53;75,748324;193,469388;100,000000
model_530;17,427921;3,581633;3,581633
model_5300;13,778678;2,000000;2,000000
model_5301;13,778678;2,000000;2,000000
model_5302;13,778678;2,000000;2,000000
model_5303;18,840195;3,571429;3,571429
model_5304;21,159846;3,367347;3,367347
model_5305;12,164218;1,357143;1,357143
model_5306;12,164218;1,357143;1,357143
model_5307;15,213859;2,530612;2,530612
model_5308;15,213859;2,530612;2,530612
model_5309;22,054292;9,836735;9,836735
model_531;16,932299;7,642857;7,642857
model_5310;21,339718;9,428571;9,428571
model_5311;4,385319;1,183673;1,183673
model_5312;4,385319;1,183673;1,183673
model_5313;10,037649;1,591837;1,591837
model_5314;8,463207;1,357143;1,357143
model_5315;35,804015;19,816327;19,816327
model_5316;38,525605;16,765306;16,765306
model_5317;15,272453;0,714286;0,714286
model_5318;16,122179;1,479592;1,479592
model_5319;23,303801;2,244898;2,244898
model_532;31,482772;11,530612;11,530612
model_5320;15,272453;0,714286;0,714286
model_5321;14,146098;2,714286;2,714286
model_5322;16,122179;1,479592;1,479592
model_5323;8,192549;1,775510;1,775510
model_5324;15,272453;0,714286;0,714286
model_5325;15,575065;6,193878;6,193878
model_5326;15,272453;0,714286;0,714286
model_5327;16,062408;1,071429;1,071429
model_5328;15,132606;0,357143;0,357143
model_5329;16,062408;1,071429;1,071429
model_533;31,482772;11,530612;11,530612
model_5330;15,132606;0,357143;0,357143
model_5331;15,132606;0,357143;0,357143
model_5332;15,132606;0,357143;0,357143
model_5333;15,132606;0,357143;0,357143
model_5334;15,132606;0,357143;0,357143
model_5335;15,132606;0,357143;0,357143
model_5336;17,492121;1,122449;1,122449
model_5337;15,871242;0,357143;0,357143
model_5338;3,873202;1,061224;1,061224
model_5339;15,272453;0,714286;0,714286
model_534;31,482772;11,530612;11,530612
model_5340;11,578762;1,591837;1,591837
model_5341;11,710639;2,591837;2,591837
model_5342;21,777030;2,653061;2,653061
model_5343;7,290057;0,591837;0,591837
model_5344;7,290057;0,591837;0,591837
model_5345;7,290057;0,591837;0,591837
model_5346;7,290057;0,591837;0,591837
model_5347;26,980322;1,887755;1,887755
model_5348;14,893535;0,000000;0,000000
model_5349;14,893535;0,000000;0,000000
model_535;31,482772;11,530612;11,530612
model_5350;15,132606;0,357143;0,357143
model_5351;15,132606;0,357143;0,357143
model_5352;15,272453;0,714286;0,714286
model_5353;29,714886;8,693878;8,693878
model_5354;29,621698;8,928571;8,928571
model_5355;36,650676;9,602041;9,602041
model_5356;28,184850;10,295918;10,295918
model_5357;14,628404;2,765306;2,765306
model_5358;15,132606;0,357143;0,357143
model_5359;7,290057;0,591837;0,591837
model_536;31,482772;11,530612;11,530612
model_5360;7,290057;0,591837;0,591837
model_5361;7,290057;0,591837;0,591837
model_5362;11,402277;1,714286;1,714286
model_5363;19,755136;4,122449;4,122449
model_5364;15,132606;0,357143;0,357143
model_5365;16,157143;1,887755;1,887755
model_5366;13,502712;4,765306;4,765306
model_5367;5,967015;1,295918;1,295918
model_5368;30,862796;13,010204;13,010204
model_5369;12,922422;3,591837;3,591837
model_537;15,886808;3,581633;3,581633
model_5370;10,037649;1,591837;1,591837
model_5371;8,463207;1,357143;1,357143
model_5372;8,463207;1,357143;1,357143
model_5373;6,704601;0,826531;0,826531
model_5374;6,704601;0,826531;0,826531
model_5375;7,290057;0,591837;0,591837
model_5376;7,290057;0,591837;0,591837
model_5377;22,023106;1,887755;1,887755
model_5378;39,266948;18,122449;18,122449
model_5379;39,037490;15,948980;15,948980
model_538;17,427921;3,581633;3,581633
model_5380;42,238181;21,285714;21,285714
model_5381;15,272453;0,714286;0,714286
model_5382;18,271294;1,479592;1,479592
model_5383;8,403436;0,948980;0,948980
model_5384;8,403436;0,948980;0,948980
model_5385;22,405740;2,142857;2,142857
model_5386;16,675145;1,428571;1,428571
model_5387;15,132606;0,357143;0,357143
model_5388;15,132606;0,357143;0,357143
model_5389;7,290057;0,591837;0,591837
model_539;17,427921;3,581633;3,581633
model_5390;17,677091;2,428571;2,428571
model_5391;22,160889;1,122449;1,122449
model_5392;20,176146;2,244898;2,244898
model_5393;17,481338;1,122449;1,122449
model_5394;10,026866;1,591837;1,591837
model_5395;21,290690;4,938776;4,938776
model_5396;15,132606;0,357143;0,357143
model_5397;6,289214;1,061224;1,061224
model_5398;39,394823;46,071429;46,071429
model_5399;42,074363;58,102041;58,102041
model_54;75,748324;193,469388;100,000000
model_540;39,952443;16,969388;16,969388
model_5400;32,416072;18,163265;18,163265
model_5401;7,290057;0,591837;0,591837
model_5402;27,340907;7,377551;7,377551
model_5403;12,164218;1,357143;1,357143
model_5404;16,608794;5,132653;5,132653
model_5405;24,990682;3,122449;3,122449
model_5406;37,805223;17,530612;17,530612
model_5407;23,001844;11,724490;11,724490
model_5408;31,234686;5,520408;5,520408
model_5409;22,758043;6,173469;6,173469
model_541;13,649471;6,530612;6,530612
model_5410;34,810407;28,428571;28,428571
model_5411;30,530178;16,632653;16,632653
model_542;21,771407;4,704082;4,704082
model_543;17,923358;4,938776;4,938776
model_544;18,991664;5,173469;5,173469
model_545;18,991664;5,173469;5,173469
model_546;11,920910;3,408163;3,408163
model_547;11,920910;3,408163;3,408163
model_548;39,826429;18,806122;18,806122
model_549;16,980781;5,581633;5,581633
model_55;75,748324;193,469388;100,000000
model_550;19,204644;5,000000;5,000000
model_551;18,080553;6,336735;6,336735
model_552;20,059621;5,469388;5,469388
model_553;62,642417;75,877551;75,877551
model_554;17,763270;4,346939;4,346939
model_555;39,040802;20,632653;20,632653
model_556;39,040802;20,632653;20,632653
model_557;18,457967;5,867347;5,867347
model_558;18,457967;5,867347;5,867347
model_559;20,455417;6,683673;6,683673
model_56;75,748324;193,469388;100,000000
model_560;20,455417;6,683673;6,683673
model_561;20,455417;6,683673;6,683673
model_562;20,455417;6,683673;6,683673
model_563;20,455417;6,683673;6,683673
model_564;20,455417;6,683673;6,683673
model_565;20,455417;6,683673;6,683673
model_566;20,455417;6,683673;6,683673
model_567;23,898760;6,683673;6,683673
model_568;20,455417;6,683673;6,683673
model_569;20,455417;6,683673;6,683673
model_57;75,748324;193,469388;100,000000
model_570;28,621097;11,530612;11,530612
model_571;28,621097;11,530612;11,530612
model_572;19,109789;5,867347;5,867347
model_573;15,553280;4,448980;4,448980
model_574;37,229181;17,030612;17,030612
model_575;36,794887;16,908163;16,908163
model_576;37,229181;17,030612;17,030612
model_577;37,659353;17,438776;17,438776
model_578;33,211063;17,500000;17,500000
model_579;31,517612;20,081633;20,081633
model_58;75,748324;193,469388;100,000000
model_580;29,900345;18,673469;18,673469
model_581;33,748934;18,265306;18,265306
model_582;37,229181;17,030612;17,030612
